tipologia_empresa,risk_data_date,fiscal_province_desc,risk_segment_id,cnae_codigo,puntuacion_intrinseca,puntuacion_comparable,xti_marcacoh,latitud,longitud,customer_id_codificado
PYME,2024-12-31,SEGOVIA,01,47,61.6,633.0986324,0.0,41.4000000,-4.3100000,970848472
PYME,2024-12-31,BARCELONA,01,31,61.44,632.56611416,0.0,41.5900000,1.6300000,965758348
PYME,2024-12-31,GIRONA,01,55,54.46,609.33500594,0.0,41.9100000,3.1600000,186516553
PYME,2024-12-31,ALBACETE,01,71,79.31,692.04174509,0.0,39.0000000,-1.8700000,324777098
PYME,2023-12-31,A CORUÑA,05,46,54.53,634.01459143,0.0,42.9800000,-9.1700000,487763897
PYME,2024-12-31,ZARAGOZA,06,87,71.32,661.3844124,0.0,41.6600000,-0.9300000,650654358
PYME,2023-12-31,TARRAGONA,01,46,65.12,644.81403368,0.0,41.3000000,1.2600000,301861475
PYME,2023-12-31,BARCELONA,03,87,62.094,623.90085661,0.0,41.2200000,1.7300000,940510542
PYME,2024-12-31,ASTURIAS,01,49,62.37,635.66137643,0.0,43.5400000,-6.7200000,971281124
PYME,2024-12-31,BARCELONA,01,77,59.39,625.74322421,0.0,41.4100000,1.9600000,333342307
PYME,2024-12-31,MADRID,03,62,74.74,642.8864861000001,0.0,40.3900000,-3.7000000,846686851
PYME,2024-12-31,ALICANTE,02,46,43.65,571.3354952,0.0,38.2900000,-0.6300000,293725060
PYME,2024-12-31,LUGO,01,43,71.94,667.51262366,0.0,43.6400000,-7.5700000,971183917
PYME,2024-12-31,MADRID,04,45,86.75,661.958127,0.0,40.4600000,-4.2500000,784101681
PYME,2023-12-31,TENERIFE,01,56,58.26,621.98231414,0.0,28.4500000,-16.3000000,910351564
PYME,2024-12-31,ASTURIAS,04,43,78.35,644.485959,0.0,43.5300000,-5.6800000,400266992
PYME,2024-12-31,MADRID,02,47,76.0,693.7649759999999,0.0,40.4300000,-3.6700000,531341921
PYME,2023-12-31,MADRID,03,70,79.86,650.5732189,0.0,40.4700000,-3.6800000,202967167
PYME,2023-12-31,BURGOS,01,56,69.5,659.3917205,0.0,43.1000000,-3.2800000,229220393
PYME,2024-12-31,ALICANTE,01,56,72.81,670.40819159,0.0,38.4200000,-0.3900000,347505432
PYME,2024-12-31,BARCELONA,06,23,78.62,676.5685584,0.0,42.0200000,2.4700000,383280926
PYME,2024-12-31,GRANADA,04,56,37.7,559.933146,0.0,37.1700000,-3.6000000,973103210
PYME,2024-12-31,LLEIDA,03,41,51.6,608.146057,0.0,41.6200000,0.6300000,320421384
PYME,2024-12-31,BARCELONA,03,74,75.28,643.6971962,0.0,41.3800000,2.1600000,950239934
PYME,2023-12-31,BARCELONA,01,24,68.98,657.66103622,0.0,41.9000000,1.8200000,361509031
PYME,2023-12-31,MADRID,06,66,55.81,629.1233022,0.0,40.4300000,-3.6800000,162468622
PYME,2024-12-31,MADRID,06,69,80.99,681.4982057999999,0.0,40.4600000,-3.6900000,920878777
PYME,2024-12-31,VALENCIA,01,45,72.93,670.80758027,0.0,39.1300000,-0.4500000,214387233
PYME,2024-12-31,ALICANTE,07,47,47.98,598.48313462,0.0,38.8000000,0.0400000,289883716
PYME,2023-12-31,MADRID,01,56,49.09,591.46236251,0.0,40.4200000,-3.6800000,524378385
PYME,2024-12-31,BARCELONA,02,56,43.87,572.16809136,0.0,41.4100000,2.1400000,266233281
PYME,2024-12-31,MALAGA,01,41,64.75,643.58258525,0.0,36.7200000,-4.4200000,608350916
PYME,2023-12-31,TARRAGONA,03,43,52.27,609.15193805,0.0,41.1100000,1.2500000,172054061
PYME,2023-12-31,HUELVA,04,68,83.09,654.3452538,0.0,37.2600000,-6.9500000,825865998
PYME,2023-12-31,VALENCIA,03,82,70.78,636.9412787000001,0.0,39.4600000,-0.3500000,837643441
PYME,2023-12-31,LAS PALMAS,03,46,52.09,608.8817013500001,0.0,28.0700000,-15.4200000,562562417
PYME,2024-12-31,SEVILLA,01,43,67.5,652.7352425,0.0,37.3900000,-5.7200000,117778531
PYME,2024-12-31,BIZKAIA,01,86,86.81,717.00353759,0.0,43.3300000,-3.0100000,212096182
PYME,2023-12-31,MALAGA,01,69,70.9,664.0512551,0.0,36.7800000,-5.0800000,678902654
PYME,2023-12-31,ALICANTE,01,56,66.79,650.37219281,0.0,38.2800000,-0.6700000,396647371
PYME,2024-12-31,SEVILLA,02,01,72.32,679.83791296,0.0,37.7100000,-5.3500000,549701240
PYME,2024-12-31,MADRID,01,47,53.99,607.77073361,0.0,40.4700000,-3.4400000,283600758
PYME,2024-12-31,LLEIDA,03,55,72.4,639.373409,0.0,42.4800000,0.8400000,919117100
PYME,2024-12-31,CADIZ,01,11,66.06,647.94257834,0.0,36.8200000,-6.1800000,198930472
PYME,2024-12-31,CACERES,01,49,71.69,666.68056391,0.0,39.9100000,-6.3000000,241926185
PYME,2023-12-31,GIRONA,04,68,67.48,621.8761416,0.0,42.2500000,3.0800000,322769553
PYME,2024-12-31,LAS PALMAS,03,96,59.9,620.6069715000001,0.0,28.9600000,-13.5500000,804056398
PYME,2024-12-31,GIRONA,01,47,88.17,721.52994263,0.0,42.1800000,2.4900000,828726808
PYME,2024-12-31,MADRID,06,96,23.15,561.189849,1.0,40.3000000,-3.7500000,513750438
PYME,2023-12-31,CIUDAD REAL,01,49,64.6,643.0833494,0.0,39.4000000,-3.1300000,725178393
PYME,2023-12-31,TENERIFE,03,56,39.12,589.4096458,1.0,28.4700000,-16.4300000,773811836
PYME,2023-12-31,VALLADOLID,02,82,61.94,640.55451232,0.0,41.6400000,-4.7600000,853412865
PYME,2024-12-31,BARCELONA,03,45,78.41,648.3963121500001,0.0,41.3800000,2.0600000,278923511
PYME,2024-12-31,BARCELONA,02,25,80.41,710.45474448,0.0,42.0100000,2.2900000,518365376
PYME,2024-12-31,CASTELLON,02,43,56.0,618.0744159999999,0.0,39.9700000,-0.0600000,875960430
PYME,2023-12-31,SEVILLA,03,69,52.69,609.78249035,0.0,37.3700000,-5.7500000,704317943
PYME,2023-12-31,BARCELONA,02,25,61.98,640.70589344,0.0,41.3800000,2.1000000,939718579
PYME,2024-12-31,VALENCIA,02,13,46.09,580.56974352,0.0,39.4600000,-0.4700000,964046106
PYME,2023-12-31,MALAGA,03,74,72.73,639.86884295,0.0,36.5500000,-4.6200000,817607411
PYME,2024-12-31,MALAGA,01,41,61.34,632.23329026,0.0,36.5500000,-4.6300000,229571261
PYME,2023-12-31,ASTURIAS,04,56,42.02,568.9188324,1.0,43.3600000,-5.8600000,740325394
PYME,2023-12-31,HUESCA,01,01,52.3,602.1460097,0.0,41.9500000,-0.4100000,292449901
PYME,2023-12-31,LAS PALMAS,02,46,67.45,661.4072616,0.0,28.1100000,-15.5600000,688668081
PYME,2024-12-31,MALAGA,03,42,50.21,606.0592291500001,0.0,36.7200000,-4.4200000,876898483
PYME,2024-12-31,VALENCIA,01,71,79.24,691.8087683599999,0.0,39.2000000,-0.3100000,614656129
PYME,2024-12-31,MALAGA,01,33,38.79,557.18150081,0.0,36.7300000,-4.2800000,905798487
PYME,2024-12-31,SALAMANCA,03,43,70.165,636.017969975,0.0,41.0000000,-5.6300000,201038871
PYME,2024-12-31,TOLEDO,01,79,67.53,652.83508967,0.0,40.0900000,-3.8700000,824985849
PYME,2024-12-31,MURCIA,03,10,54.19,612.0344628500001,0.0,37.9900000,-1.5100000,507737990
PYME,2024-12-31,ALMERIA,03,42,40.323,591.2157277450001,0.0,36.9800000,-1.9100000,335375860
PYME,2024-12-31,BARCELONA,03,86,85.04,658.3500306000001,0.0,41.3800000,2.1400000,499611530
PYME,2024-12-31,GRANADA,03,71,55.8,614.45158,0.0,37.0200000,-3.5300000,682596740
PYME,2024-12-31,MADRID,01,43,68.45,655.89706955,0.0,40.4400000,-3.7900000,720219460
PYME,2023-12-31,MADRID,01,70,81.12,698.06585768,0.0,40.4500000,-3.7000000,433306867
PYME,2023-12-31,ALICANTE,05,49,75.52,677.67444212,0.0,38.3900000,-0.7500000,142558344
PYME,2024-12-31,VALENCIA,02,46,73.56,684.5307276799999,0.0,39.2800000,-0.4300000,603896916
PYME,2023-12-31,MALAGA,01,74,61.28,632.03359592,0.0,36.4900000,-4.9900000,971252695
PYME,2023-12-31,TENERIFE,02,45,76.55,695.8464664,0.0,28.0500000,-16.6200000,632681964
PYME,2024-12-31,MADRID,02,62,75.15,690.5481272,0.0,40.4400000,-3.6200000,759461078
PYME,2024-12-31,CADIZ,02,52,74.65,688.6558632,0.0,36.2400000,-5.5800000,403440587
PYME,2024-12-31,ILLES BALEARS,04,70,90.61,669.9870042,0.0,39.5700000,2.6600000,452178186
PYME,2024-12-31,PONTEVEDRA,01,46,76.1,681.3580979,0.0,42.2300000,-8.7300000,603573108
PYME,2024-12-31,BARCELONA,01,68,55.4,612.4635506,0.0,41.4900000,2.1300000,894727000
PYME,2024-12-31,CADIZ,02,43,69.03,667.38681584,0.0,36.4100000,-6.1300000,724906201
PYME,2023-12-31,VALENCIA,01,68,72.12,668.11170668,0.0,39.5900000,-0.5900000,352674346
PYME,2024-12-31,MADRID,04,79,78.3,644.3819579999999,0.0,40.4300000,-3.6800000,532687036
PYME,2024-12-31,MADRID,01,70,68.94,657.52790666,0.0,40.4400000,-3.6800000,830849737
PYME,2023-12-31,CADIZ,01,85,84.52,709.3818702799999,0.0,36.6100000,-6.2200000,458160690
PYME,2023-12-31,BADAJOZ,01,56,49.46,592.69381094,0.0,38.9200000,-6.3400000,419932761
PYME,2023-12-31,SEVILLA,02,45,70.3,672.1931664,0.0,37.1900000,-5.7700000,217163757
PYME,2024-12-31,CANTABRIA,01,56,56.47,616.02476633,0.0,43.4500000,-3.4700000,150833633
PYME,2023-12-31,ILLES BALEARS,02,46,68.46,665.22963488,0.0,39.6500000,2.7900000,288027731
PYME,2024-12-31,LEON,02,33,66.23,656.7901374400001,0.0,42.5900000,-5.5700000,609141431
PYME,2023-12-31,MADRID,01,68,84.07,707.8841627300001,0.0,40.4900000,-3.7100000,194958328
PYME,2023-12-31,SEVILLA,03,82,59.741,620.368262415,0.0,37.3800000,-5.9700000,965468223
PYME,2023-12-31,VALLADOLID,01,68,49.62,593.22632918,0.0,41.6200000,-4.8100000,554192719
PYME,2024-12-31,MADRID,06,56,64.21,646.5954701999999,0.0,40.4900000,-3.3800000,946806191
PYME,2024-12-31,BARCELONA,01,95,62.56,636.29374184,0.0,41.5300000,2.4300000,385159403
PYME,2023-12-31,TARRAGONA,02,47,78.69,703.94535632,0.0,40.8800000,0.8000000,467495757
PYME,2023-12-31,BARCELONA,03,45,77.87,647.58560205,0.0,41.6000000,1.9200000,946236742
PYME,2023-12-31,GIRONA,03,69,52.43,609.39214845,0.0,41.9200000,3.1600000,280529865
PYME,2024-12-31,MADRID,03,68,68.2,633.067886,0.0,40.4400000,-3.7000000,823715244
PYME,2024-12-31,MALAGA,03,56,66.34,630.2754401000001,0.0,36.7200000,-4.4200000,390454043
PYME,2023-12-31,MADRID,01,81,58.26,621.98231414,0.0,40.3500000,-4.0300000,692284188
PYME,2023-12-31,CADIZ,03,47,59.939,620.665522785,0.0,36.4500000,-6.2000000,319920485
PYME,2023-12-31,CASTELLON,03,43,70.11,635.93539765,0.0,39.9900000,-0.0400000,880190816
PYME,2024-12-31,BARCELONA,02,46,56.97,621.74540816,0.0,41.5000000,1.8700000,157347072
PYME,2024-12-31,LLEIDA,01,35,75.81,680.39290859,0.0,41.7600000,0.9500000,619333450
PYME,2023-12-31,MADRID,01,49,76.0,681.0252740000001,0.0,40.1800000,-3.6900000,564719521
PYME,2023-12-31,ALICANTE,03,86,68.11,632.9327676500001,0.0,38.4300000,-0.4000000,908346575
PYME,2023-12-31,A CORUÑA,03,96,75.56,644.1175644,0.0,43.3700000,-8.4200000,226223700
PYME,2023-12-31,LAS PALMAS,03,01,59.04,619.3158406,0.0,28.1500000,-15.6600000,386085953
PYME,2023-12-31,MADRID,02,43,78.62,703.68043936,0.0,40.4400000,-3.5500000,606897401
PYME,2023-12-31,MADRID,03,56,48.942,604.15556173,0.0,40.4000000,-3.8900000,191443271
PYME,2023-12-31,MADRID,01,69,66.32,648.80792048,0.0,40.4700000,-3.8300000,713714678
PYME,2023-12-31,ALICANTE,03,82,70.6,636.671042,0.0,37.9800000,-0.6900000,121681525
PYME,2023-12-31,ALICANTE,04,41,58.95,604.1335710000001,0.0,38.6600000,0.0800000,264675593
PYME,2024-12-31,BIZKAIA,07,85,69.88,637.5465807200001,0.0,43.3200000,-3.0400000,427247555
PYME,2023-12-31,MADRID,01,68,75.69,679.99351991,0.0,40.4300000,-3.6700000,287216067
PYME,2023-12-31,BARCELONA,04,47,62.65,611.829645,0.0,41.3400000,1.7000000,828717105
PYME,2024-12-31,A CORUÑA,01,69,80.16,694.87074824,0.0,43.3700000,-8.4000000,356754174
PYME,2023-12-31,PONTEVEDRA,02,46,57.9,625.2650192,0.0,42.1100000,-8.8200000,988185360
PYME,2023-12-31,ALICANTE,04,68,79.45,646.773981,0.0,38.5800000,-0.1000000,218440720
PYME,2024-12-31,ALMERIA,03,55,49.59,605.12841385,0.0,36.7900000,-2.7900000,258458227
PYME,2024-12-31,TARRAGONA,02,46,66.77,658.8337825599999,0.0,41.1200000,1.2500000,133694655
PYME,2023-12-31,BARCELONA,01,68,61.82,633.83084498,0.0,41.3900000,2.1700000,296273397
PYME,2023-12-31,MADRID,02,71,66.13,656.41168464,0.0,40.4100000,-3.8700000,183566686
PYME,2024-12-31,MALAGA,06,47,79.52,678.4405763999999,0.0,36.6300000,-4.4900000,732365567
PYME,2023-12-31,MADRID,03,47,59.441,619.9178679150001,0.0,40.3000000,-3.7500000,802513815
PYME,2023-12-31,MADRID,03,68,68.93,634.1638459500001,0.0,40.4500000,-3.6800000,837874317
PYME,2023-12-31,GIRONA,01,74,82.78,703.59073442,0.0,42.1900000,3.0800000,140991311
PYME,2024-12-31,ZARAGOZA,03,43,47.44,601.9005866,0.0,41.6500000,-0.9200000,447067506
PYME,2024-12-31,BARCELONA,02,43,73.92,685.89315776,0.0,41.5100000,2.1100000,214499482
PYME,2023-12-31,BARCELONA,03,82,77.95,647.70570725,0.0,41.5800000,2.0100000,998660870
PYME,2023-12-31,ALICANTE,03,43,42.37,594.2889195500001,1.0,38.8400000,-0.1200000,760326519
PYME,2024-12-31,MADRID,01,86,68.71,656.76241169,0.0,40.4500000,-3.6900000,326350910
PYME,2024-12-31,BARCELONA,01,31,73.37,672.27200543,0.0,41.6400000,2.2200000,375678903
PYME,2023-12-31,MADRID,03,46,78.05,647.8558387500001,0.0,40.5100000,-3.6500000,577235622
PYME,2024-12-31,A CORUÑA,01,68,66.35,648.90776765,0.0,43.3600000,-8.4400000,526586651
PYME,2023-12-31,BARCELONA,02,96,74.3,687.3312784,0.0,41.5900000,2.0100000,648889930
PYME,2023-12-31,BARCELONA,01,26,82.72,703.39104008,0.0,41.5200000,2.2300000,488005497
PYME,2024-12-31,SEVILLA,03,25,57.825,617.491742875,0.0,37.2800000,-5.9300000,758931884
PYME,2023-12-31,TOLEDO,01,18,62.27,635.32855253,0.0,39.8000000,-3.9900000,513748992
PYME,2023-12-31,MADRID,01,45,80.85,697.16723315,0.0,40.3500000,-3.8700000,901366673
PYME,2023-12-31,GRANADA,01,77,62.46,635.96091794,0.0,37.2200000,-3.6400000,460525503
PYME,2023-12-31,LAS PALMAS,01,46,76.04,681.15840356,0.0,28.1100000,-15.4400000,423187505
PYME,2023-12-31,GIRONA,03,96,73.81,641.49026315,0.0,42.2000000,2.6900000,162795267
PYME,2023-12-31,MADRID,04,69,88.46,665.5149612,0.0,40.0300000,-3.6100000,586526679
PYME,2024-12-31,BARCELONA,01,71,80.71,696.70127969,0.0,41.3800000,2.1400000,629082637
PYME,2024-12-31,BARCELONA,03,69,75.41,643.89236715,0.0,41.4000000,2.1400000,617369103
PYME,2024-12-31,MURCIA,06,71,75.9,670.910904,0.0,37.9800000,-1.1300000,657426327
PYME,2024-12-31,ASTURIAS,01,46,60.61,629.8036757899999,0.0,43.5400000,-5.6900000,484828771
PYME,2024-12-31,MALAGA,01,46,64.83,643.84884437,0.0,36.7200000,-4.4200000,818104291
PYME,2023-12-31,BADAJOZ,01,01,69.57,659.62469723,0.0,38.7100000,-7.1600000,659297033
PYME,2024-12-31,SEVILLA,04,77,67.29,621.4809378,0.0,37.3800000,-5.9000000,245557336
PYME,2023-12-31,BARCELONA,01,33,70.78,663.65186642,0.0,41.5400000,2.1300000,705346339
PYME,2023-12-31,BARCELONA,01,69,78.06,687.88144634,0.0,41.5300000,2.0900000,583861917
PYME,2024-12-31,BARCELONA,01,47,40.65,563.3720253500001,0.0,41.4000000,2.1400000,674175077
PYME,2024-12-31,BARCELONA,03,41,61.95,623.6846672500001,0.0,41.3900000,2.1300000,774929793
PYME,2024-12-31,GIRONA,02,41,72.49,680.48128272,0.0,42.4600000,1.9800000,925385035
PYME,2023-12-31,BARCELONA,01,96,60.2,628.4390978,0.0,41.5300000,2.4300000,260934359
PYME,2024-12-31,CIUDAD REAL,01,47,69.89,660.68973371,0.0,39.3900000,-3.2100000,816156707
PYME,2023-12-31,BARCELONA,02,79,80.2,709.6599936,0.0,41.3900000,2.1600000,778469810
PYME,2024-12-31,TARRAGONA,02,46,83.48,722.0732454399999,0.0,40.8200000,0.5000000,455942551
PYME,2024-12-31,LEON,01,77,62.23,635.19542297,0.0,42.6200000,-6.6400000,867276084
PYME,2023-12-31,MADRID,03,58,71.977,638.738352755,0.0,40.4300000,-3.6600000,180065697
PYME,2024-12-31,ALICANTE,01,68,67.72,653.46745508,0.0,38.0900000,-0.6500000,762276080
PYME,2023-12-31,TOLEDO,03,49,58.641,618.7168159150001,0.0,39.9500000,-3.5000000,153991498
PYME,2024-12-31,BARCELONA,01,47,74.43,675.79993877,0.0,41.5400000,1.8700000,903961788
PYME,2024-12-31,BARCELONA,03,74,72.38,639.3433827,0.0,41.3300000,2.0400000,381913910
PYME,2024-12-31,BARCELONA,01,43,66.44,649.20730916,0.0,41.3700000,2.1400000,886366138
PYME,2023-12-31,MALAGA,01,47,54.85,610.63301915,0.0,36.5800000,-4.5900000,254888363
PYME,2023-12-31,BARCELONA,03,79,52.69,609.78249035,0.0,41.6900000,2.4900000,284900547
PYME,2024-12-31,BARCELONA,02,41,65.9,655.5412432,0.0,41.5600000,1.8600000,814585654
PYME,2023-12-31,OURENSE,01,55,52.24,601.94631536,0.0,41.9500000,-7.7200000,457550083
PYME,2024-12-31,BARCELONA,01,96,76.58,682.95565262,0.0,41.9300000,2.2500000,722620882
PYME,2023-12-31,SEVILLA,03,79,70.33,636.26568695,0.0,37.3900000,-6.0000000,183401978
PYME,2024-12-31,BARCELONA,03,74,55.79,614.4365668500001,0.0,41.3500000,2.1000000,971924752
PYME,2024-12-31,SEVILLA,01,46,76.82,683.7544299799999,0.0,37.3900000,-5.9700000,455499843
PYME,2024-12-31,ZARAGOZA,01,25,55.62,613.19576318,0.0,41.6100000,-0.9300000,215432500
PYME,2024-12-31,GRANADA,03,47,52.48,609.4672142000001,1.0,36.7900000,-3.1900000,662827787
PYME,2023-12-31,MADRID,04,46,89.03,666.7005726,0.0,40.3900000,-3.7500000,221799013
PYME,2024-12-31,CADIZ,01,71,60.36,628.9716160400001,0.0,36.4600000,-6.2500000,921354761
PYME,2023-12-31,VALENCIA,03,46,54.64,612.7100546,0.0,39.4500000,-0.7400000,800422645
PYME,2024-12-31,CADIZ,03,41,69.77,635.4249505500001,0.0,36.1700000,-5.3500000,660969639
PYME,2024-12-31,VALENCIA,02,46,54.02,610.58105056,0.0,39.0200000,-0.5400000,904516595
PYME,2024-12-31,TARRAGONA,03,46,38.37,588.28365955,1.0,41.1800000,1.1000000,819836010
PYME,2024-12-31,MADRID,03,62,76.6,645.678932,0.0,40.4000000,-3.6900000,941384096
PYME,2023-12-31,MADRID,02,64,44.4,574.1738912,0.0,40.4400000,-3.8200000,510971460
PYME,2023-12-31,NAVARRA,01,26,57.91,620.81743049,0.0,42.8100000,-1.6600000,939736027
PYME,2023-12-31,TARRAGONA,03,94,68.14,632.9778071000001,0.0,41.1400000,1.1100000,624361239
PYME,2024-12-31,VALENCIA,01,68,81.65,699.8298243500001,0.0,39.4700000,-0.3800000,197069544
PYME,2023-12-31,ALICANTE,01,56,69.68,659.9908035200001,0.0,38.4100000,-0.4100000,487677783
PYME,2024-12-31,LUGO,03,55,35.02,583.2542543000001,0.0,42.4700000,-7.2700000,257241983
PYME,2023-12-31,BARCELONA,03,41,47.283,601.6648801450001,0.0,41.5000000,2.0400000,179779862
PYME,2023-12-31,ILLES BALEARS,03,47,75.63,644.22265645,0.0,39.4600000,3.1500000,181487970
PYME,2024-12-31,BADAJOZ,01,46,58.39,622.41498521,0.0,38.9600000,-5.8600000,586904068
PYME,2023-12-31,MADRID,06,46,37.82,591.7037424,1.0,40.4500000,-3.7000000,620613903
PYME,2024-12-31,CUENCA,01,46,67.61,653.10134879,0.0,39.4000000,-2.4300000,833717946
PYME,2024-12-31,SEVILLA,01,45,30.09,528.2258215100001,1.0,37.4100000,-5.9600000,701147227
PYME,2023-12-31,BARCELONA,03,46,79.84,650.5431926000001,0.0,41.5500000,2.0200000,539561454
PYME,2024-12-31,MADRID,03,10,41.585,593.110387275,1.0,40.3800000,-3.9400000,468665725
PYME,2024-12-31,ASTURIAS,02,47,76.88,697.09536064,0.0,43.5400000,-5.6600000,206576917
PYME,2023-12-31,LLEIDA,07,68,65.43,629.60903117,0.0,41.6300000,0.6000000,921317114
PYME,2023-12-31,BARCELONA,01,96,57.67,620.0186531300001,0.0,41.3800000,2.1800000,581571043
PYME,2024-12-31,BARCELONA,01,71,69.62,659.79110918,0.0,41.4200000,2.1000000,550568711
PYME,2024-12-31,MADRID,02,56,68.56,665.6080876799999,0.0,40.4000000,-3.7900000,579293521
PYME,2024-12-31,GRANADA,02,43,76.56,695.88431168,0.0,37.1600000,-3.6000000,164350414
PYME,2024-12-31,ALICANTE,01,74,63.13,638.19083807,0.0,38.3500000,-0.5000000,435409692
PYME,2024-12-31,MADRID,03,88,68.92,634.1488328,0.0,40.3300000,-3.7700000,215280050
PYME,2024-12-31,LEON,02,74,52.77,605.85039056,0.0,42.5600000,-6.6400000,855617607
PYME,2024-12-31,MURCIA,04,46,67.25,621.397737,0.0,38.1600000,-1.1200000,365054916
PYME,2024-12-31,ILLES BALEARS,03,46,75.4,643.8773540000001,0.0,39.5700000,2.6700000,378567650
PYME,2024-12-31,MALAGA,01,46,44.77,577.0843700300001,0.0,36.5400000,-4.6300000,412217670
PYME,2024-12-31,MADRID,03,68,71.58,638.1423307,0.0,40.4100000,-3.6100000,851756762
PYME,2024-12-31,BARCELONA,01,49,65.89,647.3767777099999,0.0,41.5500000,2.0200000,665609228
PYME,2023-12-31,SEVILLA,01,56,67.31,652.10287709,0.0,37.1200000,-5.4500000,652653738
PYME,2024-12-31,A CORUÑA,01,41,62.18,635.02901102,0.0,43.3400000,-8.4300000,788463929
PYME,2024-12-31,SALAMANCA,01,35,50.34,595.6226612600001,0.0,40.9700000,-5.6500000,629958666
PYME,2023-12-31,A CORUÑA,01,14,75.59,679.66069601,0.0,43.3500000,-8.1500000,609569552
PYME,2024-12-31,GRANADA,01,01,41.5,566.2010285,0.0,36.7500000,-3.5200000,955582900
PYME,2024-12-31,MURCIA,04,68,78.85,645.525969,0.0,37.6800000,-1.6900000,948887937
PYME,2024-12-31,ASTURIAS,01,58,73.62,673.10406518,0.0,43.3600000,-5.8400000,335900614
PYME,2024-12-31,GIRONA,03,68,72.08,638.8929882,0.0,41.9700000,2.8300000,648660940
PYME,2024-12-31,BARCELONA,01,43,77.34,685.48511426,0.0,41.5600000,2.1100000,260979308
PYME,2024-12-31,SEVILLA,03,49,58.346,618.2739279900001,0.0,37.3300000,-5.4200000,839800160
PYME,2023-12-31,NAVARRA,02,69,64.79,651.34041712,0.0,42.4200000,-2.0800000,516322891
PYME,2024-12-31,BARCELONA,04,56,46.29,577.8005178,0.0,41.3500000,2.1100000,869315139
PYME,2024-12-31,BARCELONA,01,69,76.46,682.55626394,0.0,41.6100000,2.2900000,240114085
PYME,2024-12-31,GIRONA,02,10,52.24,603.84459072,0.0,42.1200000,3.1200000,619004318
PYME,2024-12-31,SEVILLA,03,62,67.989,632.7511085350001,0.0,37.3900000,-6.0000000,364154749
PYME,2023-12-31,LAS PALMAS,03,56,56.95,616.1780922500001,1.0,28.1400000,-15.5200000,790871993
PYME,2023-12-31,A CORUÑA,06,10,16.75,547.877721,0.0,42.8500000,-8.5800000,388314221
PYME,2023-12-31,MADRID,01,68,87.19,718.26826841,0.0,40.4600000,-3.6900000,197001669
PYME,2024-12-31,CADIZ,01,62,69.81,660.4234745900001,0.0,36.6900000,-6.1500000,965446822
PYME,2024-12-31,VALENCIA,03,45,50.29,606.1793343500001,0.0,39.4700000,-0.3700000,907416270
PYME,2023-12-31,BARCELONA,02,71,78.02,701.40972256,0.0,41.3900000,2.1500000,375922795
PYME,2023-12-31,LAS PALMAS,01,47,59.62,626.5087191800001,0.0,28.7100000,-13.8800000,893669580
PYME,2023-12-31,SEVILLA,07,56,61.06,621.8141791400001,0.0,37.4000000,-5.9900000,101102384
PYME,2024-12-31,BARCELONA,03,94,76.153,645.0078441950001,0.0,41.3900000,2.1200000,181552163
PYME,2024-12-31,VALENCIA,01,85,68.17,654.96516263,0.0,39.4600000,-0.3900000,350383980
PYME,2024-12-31,GIRONA,01,56,49.69,593.45930591,0.0,41.8500000,3.1100000,164333856
PYME,2023-12-31,BIZKAIA,01,28,61.6,633.0986324,0.0,43.2500000,-2.9200000,149209706
PYME,2023-12-31,CADIZ,03,25,50.152,605.9721528800001,0.0,36.4400000,-5.9200000,234115491
PYME,2024-12-31,CADIZ,03,47,51.05,607.32033375,1.0,36.5300000,-6.2900000,851507143
PYME,2023-12-31,ASTURIAS,02,47,55.84,617.4688915199999,0.0,43.3700000,-5.8400000,707974718
PYME,2024-12-31,SEVILLA,06,86,81.14,681.8102088,0.0,37.3500000,-6.0500000,732428804
PYME,2023-12-31,JAEN,01,49,64.93,644.18166827,0.0,37.4600000,-3.9200000,944389151
PYME,2023-12-31,GIPUZKOA,01,70,68.0,654.399362,0.0,43.0900000,-2.3100000,861899103
PYME,2023-12-31,ALICANTE,03,68,69.92,635.6501478,0.0,38.4700000,-0.8200000,106870881
PYME,2023-12-31,BARCELONA,01,69,74.49,675.99963311,0.0,41.5500000,2.1000000,566702844
PYME,2024-12-31,ILLES BALEARS,02,68,72.05,678.8160904,0.0,39.8900000,4.2600000,829070110
PYME,2023-12-31,BARCELONA,01,69,42.45,569.3628555500001,0.0,41.3800000,2.1600000,748533029
PYME,2023-12-31,TARRAGONA,03,69,72.84,640.0339876,0.0,40.9700000,0.8900000,943672711
PYME,2024-12-31,MALAGA,03,70,81.42,652.9152703000001,0.0,36.7100000,-4.4300000,411684600
PYME,2024-12-31,GIRONA,07,41,59.15,618.40727585,0.0,41.8700000,2.4200000,895112259
PYME,2024-12-31,MADRID,04,73,74.17,635.7914754000001,0.0,40.4400000,-3.6900000,142999908
PYME,2024-12-31,LEON,04,85,87.71,663.9549462,0.0,42.5500000,-6.6000000,186787361
PYME,2024-12-31,SEVILLA,02,56,44.18,573.34129504,0.0,37.3800000,-5.9800000,395314408
PYME,2023-12-31,VALENCIA,04,56,60.46,607.2744012,0.0,39.4700000,-0.3800000,344920455
PYME,2024-12-31,BIZKAIA,01,70,54.91,610.8327134900001,0.0,43.3300000,-3.0200000,636606622
PYME,2024-12-31,BARCELONA,01,62,75.96,680.89214444,0.0,41.4100000,2.2000000,568868563
PYME,2024-12-31,BARCELONA,03,46,51.39,607.8307808500001,0.0,41.3800000,2.1300000,824594052
