edad;sexo;febpol_ult;fefe_ult;terri;canal;Polizas_cia;Renta;Geo_Medio; PMf ;igaract;PM_i;igaract_i;Rescates;Rescates_X;Parciales;fefe1;fnac1;febpol1;ypol;response
60;1;0;20240426;5;4;Multipoliza;28543;5; 6,265 ;2.8;6116.43;3.25;0;0;Sin Rescates Parciales;2024;1965;0;1;0
26;2;0;20240423;5;4;Multipoliza;24192;7; 51,308 ;2.8;50071.55;3.25;0;0;Sin Rescates Parciales;2024;1999;0;1;0
55;1;0;20240424;10;4;Multipoliza;18585;9; 104,668 ;2.8;102056.17;3.25;0;0;Sin Rescates Parciales;2024;1970;0;1;0
65;2;0;20240430;16;null;null;32511;7; 4,593 ;2.8;4483.86;3.25;0;0;Sin Rescates Parciales;2024;1960;0;1;0
74;2;0;20240503;10;6;Multipoliza;16265;11; 20,843 ;2.8;20369.7;3.25;0;0;Sin Rescates Parciales;2024;1951;0;1;0
57;1;0;20240503;3;4;Multipoliza;19601;5; 5,219 ;2.8;5095.41;3.25;0;0;Sin Rescates Parciales;2024;1968;0;1;0
59;2;0;20240508;9;null;null;29084;6; 62,735 ;2.8;61169.85;3.25;0;0;Sin Rescates Parciales;2024;1966;0;1;0
70;1;0;20240508;5;6;Monopoliza;22817;7; 5,192 ;2.8;5084.31;3.25;0;0;Sin Rescates Parciales;2024;1955;0;1;0
78;2;0;20240509;2;4;Multipoliza;37124;7; 20,766 ;2.8;20335.45;3.25;0;0;Sin Rescates Parciales;2024;1947;0;1;0
58;2;0;20240513;10;4;Multipoliza;26636;7; 10,396 ;2.8;10170.16;3.25;0;0;Sin Rescates Parciales;2024;1967;0;1;0
70;1;20250516;20240516;2;6;Monopoliza;26253;8; 61,580 ;2.8;61093.57;3.25;61649.93;0;Sin Rescates Parciales;2024;1955;2025;1;1
74;1;20250516;20240516;1;4;Multipoliza;22000;8; 5,129 ;2.8;5089.71;3.25;5135.25;0;Sin Rescates Parciales;2024;1951;2025;1;1
61;2;0;20240517;3;4;Multipoliza;21408;8; 6,260 ;2.8;6112.26;3.25;0;0;Sin Rescates Parciales;2024;1964;0;1;0
50;1;20250521;20240521;16;4;Monopoliza;29247;3; 3,076 ;2.8;3052.52;3.25;3080.97;0;Sin Rescates Parciales;2024;1975;2025;1;1
61;2;0;20240523;10;6;Monopoliza;37974;8; 31,134 ;2.8;30475.01;3.25;0;0;Sin Rescates Parciales;2024;1964;0;1;0
49;1;0;20240527;3;6;Multipoliza;18664;7; 2,604 ;2.8;2542.45;3.25;0;0;Sin Rescates Parciales;2024;1976;0;1;0
43;1;20250528;20240528;4;6;Monopoliza;26125;8; 12,708 ;2.8;12609.46;3.25;12733.56;0;Sin Rescates Parciales;2024;1982;2025;1;1
62;1;0;20240529;3;6;Monopoliza;17237;12; 75,054 ;2.8;73460.15;3.25;0;0;Sin Rescates Parciales;2024;1963;0;1;0
64;1;0;20240529;5;6;Multipoliza;21350;2; 5,500 ;2.8;5370.22;3.25;0;0;Sin Rescates Parciales;2024;1961;0;1;0
67;2;0;20240604;1;6;Monopoliza;38224;5; 10,365 ;2.8;10150.4;3.25;0;0;Sin Rescates Parciales;2024;1958;0;1;0
35;2;0;20240607;16;4;Multipoliza;23731;10; 15,544 ;2.8;15221.66;3.25;0;0;Sin Rescates Parciales;2024;1990;0;1;0
40;2;0;20240612;4;4;Multipoliza;38224;6; 1,039 ;2.8;1015.35;3.25;0;0;Sin Rescates Parciales;2024;1985;0;1;0
66;2;0;20240620;1;4;Multipoliza;22253;9; 10,351 ;2.8;10136.42;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
74;2;0;20240701;16;4;Monopoliza;27377;5; 34,240 ;2.8;33515.2;3.25;0;0;Sin Rescates Parciales;2024;1951;0;1;0
90;2;0;20240710;2;6;Multipoliza;25405;7; 41,558 ;2.8;40556.35;3.25;0;0;Sin Rescates Parciales;2024;1935;0;1;0
55;2;0;20240708;16;4;Monopoliza;29411;7; 31,560 ;2.8;30892.28;3.25;0;0;Sin Rescates Parciales;2024;1970;0;1;0
79;2;0;20240710;16;4;Monopoliza;37124;7; 52,690 ;2.8;51438.99;3.25;0;0;Sin Rescates Parciales;2024;1946;0;1;0
75;1;20250716;20240716;5;6;Multipoliza;28633;8; 30,834 ;3.25;30401.58;3.25;30869.26;0;Sin Rescates Parciales;2024;1950;2025;1;1
66;1;0;20240712;1;4;Monopoliza;22000;11; 7,142 ;2.8;6973.5;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
53;1;0;20240717;4;6;Monopoliza;34387;8; 20,798 ;2.8;20261.93;3.25;0;0;Sin Rescates Parciales;2024;1972;0;1;0
63;2;20250730;20240724;10;2;Multipoliza;22000;11; 5,119 ;3.25;5056.11;3.25;5129.05;0;Sin Rescates Parciales;2024;1962;2025;1;1
62;1;0;20240724;3;4;Monopoliza;30343;3; 15,589 ;2.8;15187.3;3.25;0;0;Sin Rescates Parciales;2024;1963;0;1;0
66;2;0;20240719;16;4;Monopoliza;26384;5; 53,562 ;2.8;52290.4;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
67;2;20250731;20240731;10;4;Multipoliza;28657;9; 3,078 ;3.25;3035.63;3.25;3085.02;0;Sin Rescates Parciales;2024;1958;2025;1;1
49;1;0;20240712;16;null;null;23564;10; 12,905 ;2.8;12601.06;3.25;0;0;Sin Rescates Parciales;2024;1976;0;1;0
50;1;20250801;20240801;5;4;Multipoliza;19437;10; 1,131 ;2.8;1113.28;3.25;1131.17;0;Sin Rescates Parciales;2024;1975;2025;1;1
71;2;0;20240801;3;4;Multipoliza;22758;5; 10,347 ;2.8;10110.61;3.25;0;0;Sin Rescates Parciales;2024;1954;0;1;0
73;1;0;20240731;16;4;Monopoliza;26544;9; 31,359 ;2.8;30599.77;3.25;0;0;Sin Rescates Parciales;2024;1952;0;1;0
66;2;20251128;20240731;1;4;Monopoliza;21898;11; 31,950 ;2.8;31302.22;3.25;32016.57;0;Sin Rescates Parciales;2024;1959;2025;1;1
32;1;0;20240805;16;4;Monopoliza;25694;6; 11,391 ;2.8;11123.18;3.25;0;0;Sin Rescates Parciales;2024;1993;0;1;0
39;1;0;20240806;3;4;Multipoliza;23507;8; 2,048 ;2.8;1011.3;3.25;0;0;Sin Rescates Parciales;2024;1986;0;1;0
62;2;0;20240806;16;4;Monopoliza;51915;8; 25,893 ;2.8;25277.84;3.25;0;0;Sin Rescates Parciales;2024;1963;0;1;0
47;1;20250818;20240816;16;null;null;29244;10; 93,743 ;2.8;92303.52;3.25;93840.35;0;Sin Rescates Parciales;2024;1978;2025;1;1
57;1;0;20240828;16;4;Monopoliza;22000;8; 32,766 ;2.8;31988.16;3.25;0;0;Sin Rescates Parciales;2024;1968;0;1;0
61;1;0;20240906;1;4;Multipoliza;22000;5; 15,539 ;2.8;15138.39;3.25;0;0;Sin Rescates Parciales;2024;1964;0;1;0
51;1;20250918;20240918;9;3;Multipoliza;55885;8; 7,194 ;2.8;7059.84;3.25;7203.66;0;Sin Rescates Parciales;2024;1974;2025;1;1
58;1;0;20240923;5;6;Monopoliza;28633;4; 310,846 ;2.8;302434.62;3.25;0;0;Sin Rescates Parciales;2024;1967;0;1;0
48;1;0;20240927;5;4;Multipoliza;19610;5; 20,681 ;2.8;20148.11;3.25;0;0;Sin Rescates Parciales;2024;1977;0;1;0
80;2;0;20240925;10;4;Multipoliza;27070;8; 12,451 ;2.8;12157.76;3.25;0;0;Sin Rescates Parciales;2024;1945;0;1;0
85;1;0;20241002;5;4;Multipoliza;25674;8; 86,023 ;2.8;100749.74;3.25;17430;0;Sin Rescates Parciales;2024;1940;0;1;0
29;1;0;20241003;3;4;Monopoliza;23659;8; 1,033 ;2.8;1006.99;3.25;0;0;Sin Rescates Parciales;2024;1996;0;1;0
52;1;20251006;20241004;3;4;Multipoliza;35851;9; 30,832 ;2.8;30214.9;3.25;30844.38;0;Sin Rescates Parciales;2024;1973;2025;1;1
52;1;0;20241007;9;3;Multipoliza;22000;8; 25,877 ;2.8;25176.61;3.25;0;0;Sin Rescates Parciales;2024;1973;0;1;0
56;2;0;20241002;2;4;Multipoliza;25665;8; 253,845 ;2.8;247599.22;3.25;0;0;Sin Rescates Parciales;2024;1969;0;1;0
30;1;20260123;20241010;1;6;Multipoliza;24057;6; 10,296 ;2.8;10060.59;3.25;0;0;Sin Rescates Parciales;2024;1995;2026;1;0
46;1;0;20241010;5;4;Multipoliza;16196;4; 82,785 ;2.8;80544.37;3.25;0;0;Sin Rescates Parciales;2024;1979;0;1;0
69;2;0;20241007;4;6;Monopoliza;38224;8; 22,222 ;2.8;21698.22;3.25;0;0;Sin Rescates Parciales;2024;1956;0;1;0
78;1;0;20241014;4;4;Multipoliza;32136;9; 15,438 ;2.8;15085.71;3.25;0;0;Sin Rescates Parciales;2024;1947;0;1;0
66;2;0;20241001;2;4;Multipoliza;43013;7; 155,613 ;2.8;151784.57;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
64;1;0;20241031;3;4;Multipoliza;25180;5; 10,241 ;2.7;10033.48;2.7;0;0;Sin Rescates Parciales;2024;1961;0;1;0
50;1;0;20241108;4;4;Multipoliza;26978;8; 10,791 ;2.7;10532.58;2.7;0;0;Sin Rescates Parciales;2024;1975;0;1;0
83;2;0;20241113;5;4;Multipoliza;25674;8; 26,474 ;2.7;25839.17;2.7;0;0;Sin Rescates Parciales;2024;1942;0;1;0
76;2;0;20241127;1;4;Multipoliza;22000;7; 30,779 ;2.7;30067.15;2.7;0;0;Sin Rescates Parciales;2024;1949;0;1;0
85;2;20250629;20241128;2;4;Multipoliza;29443;4; 68,348 ;2.7;67397.59;2.7;0;0;Sin Rescates Parciales;2024;1940;2025;1;1
61;2;20251204;20241204;4;6;Multipoliza;16944;10; 51,172 ;2.7;50098.63;2.7;51183.88;0;Sin Rescates Parciales;2024;1964;2025;1;1
59;1;0;20241210;9;3;Multipoliza;38224;8; 51,308 ;2.7;50076.7;2.7;0;0;Sin Rescates Parciales;2024;1966;0;1;0
75;2;0;20241216;1;4;Multipoliza;22000;5; 32,326 ;2.7;31612.88;2.7;0;0;Sin Rescates Parciales;2024;1950;0;1;0
53;2;0;20241227;3;4;Multipoliza;30343;3; 3,083 ;3;3000.97;3;0;0;Sin Rescates Parciales;2024;1972;0;1;0
62;1;0;20241227;1;6;Multipoliza;22000;9; 10,627 ;2.7;10416.12;2.7;0;0;Sin Rescates Parciales;2024;1963;0;1;0
81;2;20260107;20250107;16;null;null;22000;11; 29,793 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1944;2026;0;0
66;2;0;20250205;3;6;Monopoliza;29498;5; 30,587 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
60;2;0;20250203;3;4;Multipoliza;27327;7; 10,092 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
54;1;0;20250206;1;4;Multipoliza;24951;12; 55,978 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
65;1;0;20250212;4;4;Multipoliza;27166;6; 1,275 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
66;2;0;20250214;4;4;Monopoliza;38224;7; 23,741 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
27;1;20260306;20250306;4;null;null;25771;7; 3,050 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1998;2026;0;0
89;2;0;20250319;4;null;null;28244;3; 30,509 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1936;0;0;0
70;1;0;20250328;10;4;Multipoliza;28133;7; 9,137 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
82;1;0;20250401;10;4;Multipoliza;21616;6; 5,080 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1943;0;0;0
45;2;0;20250328;3;6;Multipoliza;20196;8; 77,846 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
41;1;0;20250404;4;null;null;27192;8; 25,370 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1984;0;0;0
40;2;0;20250408;3;4;Multipoliza;23507;8; 50,794 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1985;0;0;0
61;1;20250415;20250415;2;4;Multipoliza;26847;6; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1964;2025;0;1
53;1;20250423;20250423;2;4;Multipoliza;23541;12; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1972;2025;0;1
48;1;0;20250424;3;4;Multipoliza;23404;5; 10,158 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1977;0;0;0
66;2;0;20250425;9;null;null;25616;6; 30,422 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
60;1;0;20250425;10;4;Multipoliza;19999;7; 3,047 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
57;1;0;20250514;9;2;Multipoliza;38224;8; 30,466 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
53;1;0;20250521;3;4;Multipoliza;27327;8; 121,803 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
66;1;0;20250522;2;null;null;22000;9; 10,129 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
71;1;0;20250526;1;null;null;20764;10; 35,493 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
83;2;0;20250521;4;4;Multipoliza;38224;2; 10,102 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1942;0;0;0
53;1;0;20250527;3;6;Multipoliza;18348;10; 2,027 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
72;2;0;20250526;2;4;Multipoliza;37124;7; 34,045 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
82;1;0;20250529;10;6;Multipoliza;18233;8; 50,664 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1943;0;0;0
54;1;0;20250602;1;null;null;22000;7; 35,484 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
44;2;20250602;20250602;4;2;Monopoliza;19441;6; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1981;2025;0;1
55;1;0;20250530;3;6;Monopoliza;48061;8; 20,252 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
90;2;0;20250603;2;6;Monopoliza;37124;8; 291,957 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1935;0;0;0
49;1;0;20250529;1;4;Monopoliza;29084;7; 9,861 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
60;2;0;20250605;2;4;Multipoliza;18275;8; 8,075 ;3;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
53;2;0;20250602;3;4;Multipoliza;25180;8; 20,247 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
76;2;0;20250606;2;null;null;31854;7; 101,403 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1949;0;0;0
57;2;0;20250609;10;4;Multipoliza;25618;7; 35,466 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
49;2;0;20250609;10;4;Multipoliza;26867;8; 12,461 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
52;1;0;20250616;3;4;Multipoliza;30343;3; 30,385 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1973;0;0;0
51;2;0;20250618;4;null;null;25546;7; 1,012 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1974;0;0;0
68;1;0;20250616;4;null;null;20466;8; 22,576 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1957;0;0;0
67;2;0;20250623;3;7;Monopoliza;30343;3; 404,513 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
58;1;0;20250627;1;4;Multipoliza;22000;10; 50,601 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
55;2;0;20250630;3;null;null;18859;8; 3,038 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
80;1;0;20250630;4;2;Monopoliza;38224;7; 20,201 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1945;0;0;0
55;1;0;20250701;10;4;Multipoliza;29247;3; 30,359 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
68;2;20250703;20250703;4;4;Multipoliza;51746;7; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1957;2025;0;1
86;2;0;20250709;1;4;Multipoliza;22000;7; 25,285 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1939;0;0;0
68;2;0;20250711;2;2;Multipoliza;37124;8; 50,500 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1957;0;0;0
50;2;20250715;20250715;2;6;Multipoliza;33982;7; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1975;2025;0;1
66;1;0;20250716;1;4;Multipoliza;22000;7; 27,294 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
59;1;0;20250717;4;6;Monopoliza;18716;8; 9,878 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
41;2;0;20250722;4;6;Multipoliza;38224;7; 40,368 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1984;0;0;0
65;2;0;20250714;4;2;Monopoliza;38224;6; 119,757 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
68;1;0;20250724;3;4;Multipoliza;21408;8; 4,035 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1957;0;0;0
60;2;0;20250606;2;6;Monopoliza;30899;10; 30,252 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
54;1;0;20250811;3;4;Multipoliza;22494;8; 25,223 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
16;2;0;20250812;10;6;Monopoliza;26636;5; 128,644 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;2009;0;0;0
57;1;0;20250814;9;2;Multipoliza;38224;8; 188,617 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
58;2;0;20250822;3;null;null;29498;6; 18,165 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
50;2;0;20250827;4;4;Multipoliza;22000;10; 25,203 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1975;0;0;0
65;1;0;20250923;3;4;Multipoliza;22494;8; 25,161 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
60;2;0;20250923;3;4;Monopoliza;30343;8; 25,174 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
79;1;0;20250926;2;2;Multipoliza;24629;1; 12,070 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1946;0;0;0
58;2;0;20250925;4;4;Multipoliza;26673;5; 10,064 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
64;2;0;20251002;1;4;Multipoliza;22000;9; 14,194 ;3;0;null;0;0;Sin Rescates Parciales;2025;1961;0;0;0
63;2;0;20251009;1;4;Monopoliza;17451;9; 10,055 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1962;0;0;0
65;2;0;20251009;2;4;Multipoliza;25921;10; 20,114 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
40;1;0;20251007;3;4;Multipoliza;26525;7; 10,905 ;3;0;null;0;0;Sin Rescates Parciales;2025;1985;0;0;0
70;1;0;20251013;10;6;Multipoliza;26867;6; 75,423 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
62;2;0;20251020;1;6;Monopoliza;22000;3; 75,357 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
54;1;0;20251020;5;4;Multipoliza;20530;6; 75,395 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
67;2;0;20251015;4;4;Multipoliza;38224;7; 6,000 ;3;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
63;2;0;20251017;1;4;Multipoliza;22000;9; 20,110 ;3;0;null;0;0;Sin Rescates Parciales;2025;1962;0;0;0
62;1;0;20251016;1;4;Multipoliza;17451;9; 19,966 ;3;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
48;1;0;20251024;1;null;null;22000;5; 90,401 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1977;0;0;0
50;1;0;20251023;3;4;Multipoliza;26494;10; 13,638 ;3;0;null;0;0;Sin Rescates Parciales;2025;1975;0;0;0
55;1;0;20251023;4;4;Multipoliza;27374;6; 12,382 ;3;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
49;2;0;20251027;3;4;Multipoliza;23724;7; 35,160 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
55;2;0;20251027;1;null;null;22000;9; 100,439 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
58;2;0;20251024;5;4;Multipoliza;25674;4; 4,492 ;3;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
54;1;0;20251027;3;4;Multipoliza;26525;6; 15,620 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
54;1;0;20251029;4;4;Multipoliza;16471;11; 32,130 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
52;2;0;20251029;4;4;Monopoliza;18437;6; 8,759 ;3;0;null;0;0;Sin Rescates Parciales;2025;1973;0;0;0
67;2;0;20251029;1;4;Multipoliza;22000;8; 32,519 ;3;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
78;2;0;20251103;2;null;null;28095;7; 75,326 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1947;0;0;0
77;2;0;20251103;5;null;null;19345;7; 301,229 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1948;0;0;0
66;2;0;20251103;2;2;Multipoliza;30139;11; 75,307 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
53;2;0;20251031;1;4;Multipoliza;17451;9; 21,398 ;3;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
58;1;0;20251104;2;4;Multipoliza;28631;10; 11,704 ;3;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
36;2;0;20251104;4;4;Monopoliza;19042;9; 3,996 ;3;0;null;0;0;Sin Rescates Parciales;2025;1989;0;0;0
36;1;0;20251106;3;5;Multipoliza;25616;6; 7,028 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1989;0;0;0
66;2;20251106;20251106;4;null;null;25546;9; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1959;2025;0;1
54;2;0;20251110;5;4;Multipoliza;25583;4; 31,122 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
65;1;0;20251107;3;4;Multipoliza;18658;7; 31,604 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
44;1;20251112;20251112;2;4;Multipoliza;37124;7; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1981;2025;0;1
76;2;0;20251118;3;7;Monopoliza;30343;3; 100,294 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1949;0;0;0
70;1;0;20251119;3;null;null;19601;5; 12,043 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
63;1;0;20251118;3;4;Monopoliza;20905;3; 87,297 ;3;0;null;0;0;Sin Rescates Parciales;2025;1962;0;0;0
76;2;0;20251120;1;2;Monopoliza;22000;7; 10,028 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1949;0;0;0
46;2;0;20251119;3;4;Multipoliza;18658;7; 19,977 ;3;0;null;0;0;Sin Rescates Parciales;2025;1979;0;0;0
62;2;0;20251121;3;6;Monopoliza;20360;10; 301,021 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
58;2;0;20251121;4;4;Monopoliza;19592;9; 50,170 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
45;1;0;20251121;3;null;null;21412;8; 25,085 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
53;2;0;20251120;1;4;Multipoliza;22000;7; 10,296 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
76;2;0;20251120;1;4;Multipoliza;22000;7; 16,968 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1949;0;0;0
45;2;0;20251120;5;4;Multipoliza;38224;7; 4,985 ;3;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
44;1;0;20251121;1;4;Multipoliza;22000;10; 6,713 ;3;0;null;0;0;Sin Rescates Parciales;2025;1981;0;0;0
36;2;0;20251121;1;4;Monopoliza;22000;7; 6,748 ;3;0;null;0;0;Sin Rescates Parciales;2025;1989;0;0;0
56;1;0;20251125;3;4;Monopoliza;21508;6; 10,030 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
43;1;0;20251125;3;4;Monopoliza;22494;8; 40,121 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1982;0;0;0
59;1;0;20251115;10;4;Multipoliza;28657;7; 51,597 ;3;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
72;1;0;20251124;4;4;Monopoliza;27420;8; 16,871 ;3;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
57;1;0;20251124;4;4;Monopoliza;25940;7; 23,651 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
57;1;0;20251126;2;4;Monopoliza;28431;9; 150,349 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
74;2;0;20251126;5;null;null;22000;9; 75,193 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1951;0;0;0
61;1;0;20251125;4;3;Multipoliza;33265;8; 9,286 ;3;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
49;1;0;20251125;5;4;Multipoliza;29857;6; 5,196 ;3;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
59;1;0;20251127;1;4;Multipoliza;22000;9; 24,068 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
55;2;0;20251128;5;4;Multipoliza;25391;6; 26,218 ;3;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
77;2;0;20251128;1;2;Multipoliza;22000;7; 100,234 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1948;0;0;0
67;1;0;20251127;4;4;Multipoliza;25509;4; 12,863 ;3;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
60;2;0;20251101;4;4;Monopoliza;19392;10; 55,249 ;3;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
47;2;0;20251127;3;4;Multipoliza;32496;7; 18,721 ;3;0;null;0;0;Sin Rescates Parciales;2025;1978;0;0;0
74;1;0;20251201;4;null;null;17908;8; 50,144 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1951;0;0;0
47;1;0;20251128;4;6;Monopoliza;20839;7; 3,006 ;3;0;null;0;0;Sin Rescates Parciales;2025;1978;0;0;0
36;1;0;20251202;3;5;Multipoliza;25616;6; 8,219 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1989;0;0;0
55;2;0;20251203;15;null;null;22000;9; 25,055 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
60;1;0;20251204;4;6;Monopoliza;23696;2; 10,021 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
52;2;0;20251210;10;null;null;18842;10; 50,082 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1973;0;0;0
36;1;0;20251210;3;5;Multipoliza;25616;6; 5,209 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1989;0;0;0
